id,income,clients
170,22403.45262,360
171,26853.717,329
172,26205.33213,405
173,17289.59322,330
174,23627.70666,256
175,22744.47181,384
176,25611.62722,434
177,24870.51617,471
178,20698.60263,316
179,28969.1697,383
180,28807.54243,356
181,32709.24828,445
182,46230.49833,421
183,25364.76048,465
184,26526.46549,388
185,22066.43317,400
186,28357.32369,380
187,22779.80178,366
188,36411.32787,381
189,18892.65168,299
190,15733.37472,284
191,22629.58029,328
192,24504.0902,392
193,28867.8948,463
194,25109.62577,395
195,18680.34522,324
196,27238.50015,396
197,23127.53375,370
198,22908.92007,336
199,28554.14583,327
200,26937.0594,343
201,41979.90809,405
202,35655.01884,344
203,25453.84116,461
204,22756.11527,374
205,29205.38276,382
206,23787.55386,445
207,20349.93876,284
208,24817.78932,436
209,27212.74314,381
210,26303.99862,460
211,22825.92535,385
212,35365.05883,510
213,42591.77035,509
214,34532.05545,315
215,19082.612,366
216,22751.05912,242
217,26475.91278,389
218,24343.42411,336
219,24990.12085,431
220,16177.65126,307
221,21842.18375,316
222,23036.99811,362
223,21701.54198,304
224,24702.74489,390
225,24765.51524,412
226,20842.55996,346
227,26333.08356,427
228,17044.4547,286
229,22286.28164,278
230,18983.52171,266
231,33191.98963,465
232,22471.01233,336
233,30205.6472,477
234,41888.35546,516
235,32428.11989,415
236,39296.06916,515
237,29692.33133,433
238,24070.94173,331
239,36810.62656,459
240,21086.78058,292
241,22038.716,339
242,34214.36828,420
243,36083.62457,362
244,27040.87845,452
245,20562.70263,386
246,23107.23825,329
247,25640.99971,383
248,25593.44321,368
249,29446.90405,394
250,33222.72867,375
251,26628.06909,360
252,26364.94493,457
253,16406.21848,304
254,26163.48194,372
255,32167.26565,297
256,20115.38298,367
257,17388.08644,368
258,26673.04427,388
259,33406.35516,249
260,16849.01409,309
261,36775.16237,409
262,48107.28885,392
263,19518.80792,335
264,20660.03914,422
265,28717.20602,349
266,24503.2391,361
267,39244.51551,461
268,18075.44466,226
269,27614.06765,398
270,21710.9872,336
271,18646.67178,281
272,17855.59481,355
273,27811.55883,416
274,28170.8911,455
275,37136.37333,358
276,29720.05893,474
277,22053.72474,418
278,25803.50372,444
279,22396.08475,363
280,22331.38222,380
281,33673.61077,391
282,27117.72933,399
283,29018.09741,430
284,25019.9682,403
285,26238.48996,414
286,26795.37842,277
287,33236.36176,506
288,15421.04887,265
289,22104.73647,308
290,19028.46394,306
291,175041.6346,368
292,18621.26206,306
293,34497.76348,493
294,31254.5468,537
295,20293.67385,291
296,27215.47048,383
297,25746.63962,416
298,24213.89678,341
299,23906.4655,382
300,17803.89129,335
301,25550.15327,390
302,27725.05278,404
303,14577.16023,218
304,26939.83646,301
305,16718.74688,324
306,17315.1751,305
307,12820.70376,272
308,29774.25328,451
309,22647.84027,395
310,24841.55937,369
311,23197.4137,372
312,34119.40332,483
313,23701.78292,460
314,27503.30591,342
315,18442.53058,327
316,25901.19731,403
317,25019.26043,384
318,25410.31674,301
319,37240.2112,461
320,29250.12707,373
321,19859.18997,336
322,37404.18141,517
323,75671.63483,415
324,26010.13283,417
325,27985.26159,403
326,33429.4596,431
327,25300.89374,396
328,174066.2697,534
329,18357.12032,263
330,20344.58169,437
331,21625.09774,369
332,22547.00289,295
333,27728.75282,403
334,22355.24733,320
335,34479.47192,482
336,20280.83988,278
337,26064.94839,420
338,19930.19925,334
339,22840.08346,382
340,18277.40187,319
341,21805.47005,336
342,21193.15458,334
343,29974.36793,352
344,25858.14342,407
345,22091.97597,424
346,19300.58578,319
347,22000.38596,342
348,30458.53942,415
349,23655.42664,305
350,24265.41722,357
351,18627.30753,353
352,27881.84305,465
353,31571.93566,378
354,17294.65554,350
355,20046.60279,389
356,14778.17948,285
357,28356.08872,390
358,21200.59451,371
359,44803.45716,440
360,25989.30515,381
361,38842.81869,493
362,34936.62246,432
363,16832.90023,260
364,71104.66466,342
365,20392.05829,335
366,26918.81566,375
367,28502.77004,433
368,23244.89347,331
369,23742.53894,325
370,23545.44933,382
371,26424.99822,455
372,14312.42553,241
373,47442.83895,470
374,21536.73222,349
375,15494.53394,272
376,80061.95139,358
377,33854.77075,418
378,19497.1575,300
379,27988.79953,305
380,28548.82936,412
381,13284.88423,279
382,19967.99845,324
383,19850.78451,336
384,24054.24948,401
385,24955.74411,382
386,22642.41478,285
387,16694.31939,327
388,18937.77811,303
389,16445.22523,283
390,16633.12768,337
391,32920.64947,365
392,17497.524,314
393,30149.68734,349
394,31459.84539,493
395,26846.57802,401
396,34744.3751,293
397,27321.90142,427
398,19411.76028,316
399,14479.76977,298
400,32050.39877,330
401,16717.95923,351
402,44710.80854,387
403,22332.45458,361
404,48289.26572,226
405,23270.53893,302
406,40223.69475,515
407,27943.14851,416
408,23116.96272,348
409,31775.47873,374
410,21200.14204,337
411,21367.22592,318
412,165427.9458,431
413,28175.41752,343
414,86692.18789,389
415,23908.68871,397
416,16021.46688,326
417,37613.64861,423
418,65566.47708,424
419,21347.01683,389
420,17713.07308,366
421,207506.0442,477
422,30595.33387,458
423,32953.11411,454
424,18886.10756,336
425,24474.18583,325
426,13327.01349,214
427,32172.25214,451
428,33166.52566,390
429,12600.83479,259
430,42513.57387,516
431,25239.16422,457
432,37501.3163,361
433,42068.91117,444
434,49426.8665,339
435,21280.50616,359
436,84994.34797,375
437,27709.53682,282
438,24929.30083,357
439,28733.76001,387
440,38330.14882,481
441,26845.56995,373
442,24783.34639,414
443,63399.31769,346
444,28481.41761,398
445,23322.69248,377
446,21387.26372,311
447,32690.35272,369
448,24546.95897,395
449,22165.45201,371
450,20211.8802,331
451,19045.44137,312
452,24365.96972,393
453,25333.12662,227
454,31927.91443,354
455,37837.56084,532
456,29388.29661,366
457,58948.08024,356
458,24435.27109,440
459,18041.28589,242
460,21508.98449,363
461,30810.13468,463
462,23200.89789,365
463,27672.10386,441
464,31926.79257,399
465,28427.54902,353
466,14285.21373,340
467,28522.76489,386
468,19936.36815,284
469,25800.67308,332
470,19698.76072,318
471,23054.53875,276
472,20132.10063,201
473,30947.24242,394
474,18059.80468,352
475,19444.3344,380
476,20833.41439,362
477,26104.5669,290
478,19489.17185,380
479,34180.41911,391
480,26976.04652,301
481,25860.68627,388
482,20944.68365,396
483,24516.26325,254
484,37258.14939,375
485,32139.09006,365
486,52998.18893,424
487,19750.56236,280
488,34793.23583,349
489,20267.46222,244
490,31351.68447,490
491,28016.30391,501
492,25874.8239,431
493,48294.36778,407
494,24056.45157,375
495,30370.8975,358
496,75185.2008,359
497,34205.39654,322
498,15969.6733,244
499,22686.0584,350
500,20996.77398,280
501,16421.3564,326
502,34781.14182,508
503,39746.84157,327
504,26306.75126,384
505,16392.0663,343
506,30876.67746,307
507,23933.12528,368
508,31737.38456,550
509,118791.9767,457
510,23292.3335,294
511,39371.32811,452
512,54916.30111,434
513,18070.46202,281
514,27889.94184,394
515,23396.86884,395
516,18501.02077,312
517,26035.81114,417
518,21007.06258,359
519,17332.79825,296
520,28107.57006,437
521,23503.36642,338
522,29740.48577,454
523,23366.82448,420
524,19573.30219,339
525,17839.45693,399
526,24434.6673,332
527,32244.8034,361
528,20869.89325,362
529,21328.67774,402
530,36014.59271,499
531,21183.47119,380
532,26402.54683,398
533,30354.64702,420
534,23721.61468,326
535,36027.41113,399
536,22171.94841,315
537,37884.27666,454
538,22355.81122,344
539,27863.78314,400
540,23211.58227,382
541,46095.7527,381
542,21709.33543,365
543,21521.43043,331
544,34132.79222,302
545,22023.54236,328
546,34054.20513,498
547,25046.56852,464
548,18474.98918,310
549,17470.2059,340
550,16018.47442,386
551,23182.38948,398
552,24228.39137,364
553,22271.87431,380
554,36560.91761,467
555,19460.34857,236
556,75347.04486,311
557,18833.7606,357
558,19682.96536,384
559,14496.01111,319
560,24650.02727,400
561,21692.93468,291
562,29463.88964,439
563,25237.47411,348
564,33271.06483,466
565,16274.1432,284
566,43573.49099,406
567,27131.10197,451
568,86053.31039,386
569,26948.5495,333
570,65072.76983,390
571,25905.58488,397
572,32166.41336,412
573,31979.64599,360
574,25111.50777,395
575,26186.57703,432
576,24916.59677,430
577,28608.96762,414
578,33562.76723,251
579,19872.84446,328
580,20726.66029,305
581,16083.11814,290
582,39299.2802,438
583,22838.98449,338
584,20168.58308,330
585,21589.10465,354
586,25660.49801,465
587,20264.54884,363
588,19962.38194,292
589,24235.81615,327
590,15922.94708,275
591,25505.17223,435
592,77440.10908,441
593,20332.50526,362
594,24102.54195,355
595,40336.03636,498
596,26604.18774,394
597,39427.32443,511
598,30451.88697,393
599,25087.22036,350
600,17338.1967,330
601,16089.52856,338
602,16009.34453,324
603,21625.56296,314
604,31520.33066,342
605,24907.30422,314
606,29717.7375,481
607,22159.37354,373
608,17302.59214,343
609,19043.49243,387
610,20093.31463,325
611,16221.17488,222
612,24308.94834,414
613,18065.48972,282
614,21407.4009,284
615,26901.66941,352
616,29044.67881,420
617,23077.89573,355
618,16851.25858,257
619,26225.77033,453
620,26132.57024,366
621,39928.8877,356
622,29540.93988,480
623,32790.62668,395
624,19343.54758,297
625,37937.9719,311
626,31105.64691,429
627,29776.30357,420
628,29688.68096,325
629,37804.57893,379
630,30030.14514,419
631,31541.40473,521
632,24075.36684,362
633,26080.73543,434
634,20915.60556,332
635,55862.92194,447
636,29019.26104,457
637,20512.03346,359
638,19548.90953,362
639,24045.72151,377
640,30838.75194,352
641,22630.54611,267
642,24618.85386,337
643,22390.70669,354
644,27931.98394,396
645,27898.71775,397
646,22035.38157,386
647,17056.6169,292
648,22236.7743,390
649,28998.78176,388
650,26716.83993,380
651,65912.10022,345
652,15596.53066,292
653,28216.88229,438
654,43315.82774,529
655,22914.44135,371
656,24947.59335,394
657,22057.58066,435
658,28126.17415,397
659,13725.00282,285
660,22597.25976,354
661,29582.50066,381
662,44483.37492,388
663,22845.91216,357
664,23804.56201,368
665,19055.1541,356
666,39583.73648,388
667,33079.09779,416
668,17884.6368,344
669,32520.86535,514
670,17495.69753,309
671,180500.6152,320
672,22320.63851,331
673,28992.07226,382
674,25837.34747,406
675,28472.68842,321
676,22900.20285,377
677,25635.61285,419
678,41417.59758,479
679,24414.02855,419
680,20467.20709,305
681,29168.44325,444
682,24429.16339,286
683,25059.4369,394
684,21491.84112,377
685,34486.58597,473
686,25034.07976,456
687,30764.54856,479
688,25311.41043,378
689,22691.70837,403
690,35920.41978,416
691,24419.71978,431
692,21428.67658,305
693,89501.8176,338
694,33619.90208,413
695,28563.08427,369
696,19038.15506,322
697,22300.94198,342
698,23024.8074,327
699,21027.72457,461
700,21225.72289,306
701,16684.2952,277
702,29312.82799,378
703,24282.89825,406
704,35820.08133,407
705,37391.76484,434
706,24670.44723,389
707,21583.13184,342
708,24240.64933,323
709,33413.18001,462
710,34303.99471,380
711,33369.72315,513
712,23653.69182,425
713,23988.8459,383
714,25606.18712,298
715,60789.82079,384
716,82357.97805,449
717,64751.3341,449
718,30070.23545,382
719,21204.0043,390
720,25301.94128,410
721,20147.39197,309
722,27862.14725,407
723,24732.35294,401
724,34202.84637,398
725,22671.20052,346
726,24218.63215,393
727,34272.92608,465
728,22548.10311,355
729,19984.07531,331
730,48389.5872,390
731,36634.445,371
732,30481.7936,405
733,72160.19493,500
734,16076.55769,292
735,17364.45301,334
736,12109.67153,280
737,28308.56938,444
738,38443.71495,383
739,36092.33545,521
740,61505.4083,354
741,42751.65994,280
742,19824.99405,337
743,26551.68028,433
744,21630.45318,380
745,19681.52684,380
746,21874.16815,336
747,36796.66152,479
748,20469.40391,359
749,37215.87981,537
750,25585.98942,471
751,77331.93391,326
752,20155.86962,279
753,17444.61018,318
754,22270.10438,320
755,23572.06049,401
756,29338.76242,394
757,16811.14083,309
758,20057.64273,360
759,19302.03905,270
760,24879.07864,444
761,39816.09013,397
762,29299.4896,501
763,20135.0335,330
764,23585.07653,432
765,22019.34056,307
766,18087.11875,203
767,24437.43995,392
768,34507.3331,360
769,27927.53865,401
770,25555.23948,400
771,32499.01787,459
772,22784.28105,331
773,15633.0675,281
774,44875.80329,382
775,30402.01561,452
776,27208.24728,375
777,43620.20622,419
778,22713.64771,342
779,39854.50257,336
780,43425.60659,502
781,21867.91023,315
782,22089.08307,374
783,33066.92967,392
784,22223.87794,352
785,35447.4106,347
786,23582.96335,340
787,17643.07312,323
788,20462.30852,347
789,27881.06832,332
790,16002.84463,248
791,15519.83235,273
792,25463.68051,358
793,207789.726,374
794,24842.51548,388
795,27498.72846,330
796,19980.37159,342
797,15112.63799,244
798,23572.40551,312
799,21143.22724,337
800,16799.91048,235
801,41188.61152,368
802,29434.17192,361
803,22969.16856,337
804,20121.09817,360
805,21023.97066,355
806,33156.9397,444
807,20688.47114,341
808,32446.17303,522
809,34075.63982,438
810,33500.35148,469
811,28884.44172,386
812,37516.99029,493
813,28607.27653,401
814,24045.88136,335
815,29086.68574,314
816,23208.56236,350
817,20676.62006,380
818,30636.91389,502
819,60410.26689,546
820,18925.59297,399
821,33088.5696,476
822,26196.45977,437
823,62175.52855,374
824,15651.61633,305
825,24387.32105,316
826,36039.32463,422
827,35868.42048,426
828,27531.60846,387
829,36721.05516,458
830,27704.44149,298
831,33184.88149,452
832,18173.63654,250
833,30129.47629,386
834,22956.60523,364
835,35813.20649,343
836,20235.70495,379
837,22514.62474,359
838,29528.00544,345
839,21075.7139,361
840,26985.51505,445
841,27143.81475,343
842,21960.3169,347
843,18790.90584,332
844,16978.85069,342
845,27162.35935,443
846,17934.43681,363
847,28202.74357,356
848,45274.84332,424
849,49064.82973,361
850,20929.2211,375
851,19308.50667,322
852,30652.04035,432
853,23057.36296,399
854,31429.39876,415
855,33131.11796,355
856,24231.09137,318
857,27975.84454,388
858,14595.50639,310
859,30117.98421,433
860,22166.84593,418
861,23800.98242,356
862,18456.94744,346
863,29283.02599,360
864,30619.91788,429
865,35950.83419,494
866,101839.7801,250
867,22696.87688,362
868,25586.46222,383
869,31987.74523,431
870,17284.56492,260
871,14619.22699,236
872,21576.90714,372
873,31975.9503,532
874,20223.84083,283
875,18351.25085,329
876,19334.81918,328
877,21087.41725,358
878,25752.55442,405
879,32861.10213,522
880,36849.19361,381
881,38960.36225,411
882,16606.78432,372
883,23209.53707,410
884,25567.6954,374
885,10465.05538,221
886,32140.14668,375
887,30511.5085,430
888,25734.5147,361
889,22446.97839,392
890,18620.83816,346
891,92201.48879,410
892,25225.3295,331
893,16958.35148,307
894,39954.32709,498
895,27793.36456,420
896,27781.53857,444
897,31004.65123,395
898,46692.22837,456
899,25207.74563,340
900,22629.87016,382
901,18549.73254,330
902,12055.0079,239
903,14576.16646,251
904,22356.993,395
905,40608.32225,396
906,25402.82288,375
907,38469.65497,489
908,29987.90495,403
909,28006.46925,404
910,30090.15183,451
911,18233.66622,279
912,25296.57583,329
