id,mclients,mincome,morders,mclient1,mclient2,mclient3,mPtresclientes,tclients,tincome,torders,tclient1,tclient2,tclient3
37,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
38,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
39,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
40,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
41,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
42,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
43,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
44,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
45,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
46,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
47,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
48,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
49,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
50,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
51,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
52,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
53,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
54,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
55,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
56,2,9200.595477,0.3125,47456,595677,,1,8,4102.820707,0.15,Foo,Bar,Baz
57,26,232498.2162,5.4375,50038,50197,58624,0.256901691,56,23507.80144,0.9625,Foo,Bar,Baz
58,43,588834.1704,8.025,53648,55077,523179,0.240267282,20,15839.98835,0.5625,Foo,Bar,Baz
59,8,166929.4209,1.775,54882,57697,566267,0.621715349,3,1932.926301,0.05,Foo,Bar,Baz
60,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
61,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
62,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
63,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
64,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
65,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
66,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
67,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
68,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
69,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
70,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
71,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
72,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
73,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
74,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
75,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
76,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
77,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
78,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
79,18,90592.0589,2.6125,47745,54016,569867,0.389161252,5,60747.61086,0.6625,Foo,Bar,Baz
80,101,541738.5648,12.6125,49742,58620,586824,0.108746147,77,562011.8891,12.8625,Foo,Bar,Baz
81,109,1188608.877,14.1,48464,54366,59730,0.17713647,78,667512.3256,14.3875,Foo,Bar,Baz
82,43,411752.1546,4.975,51678,53821,60537,0.35898954,27,450830.9867,5.5625,Foo,Bar,Baz
83,45,442087.7333,8.6625,49394,52355,500751,0.233975935,3,39851.69338,0.7625,Foo,Bar,Baz
84,5,27315.26232,0.85,50772,51603,56697,0.810759696,1,921.1005415,0.0375,Foo,Bar,Baz
85,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
86,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
87,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
88,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
89,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
90,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
91,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
92,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
93,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
94,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
95,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
96,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
97,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
98,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
99,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
100,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
101,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
102,4,7264.400261,0.2625,47650,52147,61520,0.986387383,13,42685.96094,0.8375,Foo,Bar,Baz
103,82,565201.7544,10.7,50834,51137,63376,0.165385105,112,355283.1373,7.825,Foo,Bar,Baz
104,66,305941.0245,6.625,48458,54785,62078,0.254765068,53,671169.302,10.1,Foo,Bar,Baz
105,15,22803.10157,0.8625,49876,52249,540245,0.767021771,16,282792.801,3.425,Foo,Bar,Baz
106,19,141207.7567,3.8125,52403,54794,56651,0.32749524,0,0,0,Foo,Bar,Baz
107,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
108,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
109,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
110,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
111,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
112,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
113,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
114,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
115,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
116,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
117,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
118,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
119,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
120,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
121,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
122,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
123,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
124,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
125,73,311404.8573,6.8375,52739,54817,58324,0.315269451,81,516617.9956,14.325,Foo,Bar,Baz
126,138,793390.0461,16.85,48209,53965,57892,0.1192543,106,690875.3399,16.4875,Foo,Bar,Baz
127,3,27709.35547,0.5,51096,51591,593409,1,0,0,0,Foo,Bar,Baz
128,10,70502.06463,1.925,50751,56647,56675,0.497933838,0,0,0,Foo,Bar,Baz
129,79,657458.1579,14.15,50163,63752,559759,0.130978082,24,127020.7149,2.425,Foo,Bar,Baz
130,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
131,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
132,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
133,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
134,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
135,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
136,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
137,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
138,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
139,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
140,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
141,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
142,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
143,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
144,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
145,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
146,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
147,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
148,28,212088.1975,5.425,49135,50611,52912,0.219761532,0,0,0,Foo,Bar,Baz
149,72,491117.4318,13.8625,50519,521660,581451,0.139254458,14,31751.80974,0.975,Foo,Bar,Baz
150,1,12922.3693,0.2625,56685,,,1,1,601.5599658,0.025,Foo,Bar,Baz
151,6,2669.59111,0.1125,51743,56633,63220,0.813901692,7,73858.13968,1.3875,Foo,Bar,Baz
152,70,32927.19076,1.275,46906,54182,563402,0.148625731,97,888833.6623,19.9125,Foo,Bar,Baz
153,3,843.1533964,0.05,46450,50583,63392,1,3,16458.46202,0.325,Foo,Bar,Baz
154,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
155,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
156,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
157,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
158,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
159,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
160,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
161,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
162,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
163,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
164,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
165,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
166,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
167,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
168,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
169,1,272.775,0.0125,568776,,,1,12,17698.08082,0.4375,Foo,Bar,Baz
170,10,60621.55798,1.7625,49332,53319,53459,0.541112968,8,3215.933526,0.1625,Foo,Bar,Baz
171,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
172,43,236990.1877,4.8375,47285,51901,58229,0.275239273,83,59053.11985,1.725,Foo,Bar,Baz
173,21,16797.78322,0.6125,50906,581514,581578,0.595575841,31,338356.2062,5.6,Foo,Bar,Baz
174,19,258632.9714,3.6375,49644,97629,588526,0.539574889,0,0,0,Foo,Bar,Baz
175,121,926476.0217,16.9,50447,50862,523088,0.183849437,99,408587.5723,9.5875,Foo,Bar,Baz
176,11,57859.40468,1.2625,48382,49070,58566,0.839300567,25,27080.69863,0.725,Foo,Bar,Baz
177,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
178,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
179,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
180,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
181,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
182,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
183,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
184,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
185,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
186,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
187,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
188,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
189,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
190,0,0,0,,,,0,1,621.7471614,0.0375,Foo,Bar,Baz
191,0,0,0,,,,0,1,7216.311259,0.25,Foo,Bar,Baz
192,16,9014.303714,0.3,51854,53843,590027,0.665660572,37,13837.35805,0.5375,Foo,Bar,Baz
193,4,5180.492782,0.225,49831,58948,565370,0.964833603,17,6608.102086,0.325,Foo,Bar,Baz
194,1,449.5258285,0.0125,48421,,,1,1,564.6900808,0.0125,Foo,Bar,Baz
195,82,565509.9871,11.375,47415,47737,569406,0.182083852,105,374381.4271,9.6125,Foo,Bar,Baz
196,63,71408.16917,2.225,50625,51711,54405,0.456395509,152,1393908.686,20,Foo,Bar,Baz
197,138,850436.4707,17.775,50282,50302,50403,0.105161073,116,1001241.324,15.875,Foo,Bar,Baz
198,167,825430.7821,19,51106,51285,57040,0.108479881,158,1378791.894,25.5625,Foo,Bar,Baz
199,31,15014.65221,0.7125,50684,58543,563476,0.473315191,52,440607.1098,9.625,Foo,Bar,Baz
200,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
201,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
202,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
203,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
204,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
205,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
206,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
207,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
208,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
209,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
210,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
211,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
212,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
213,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
214,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
215,8,2435.467055,0.1,47452,54602,603859,0.565420055,15,6201.672003,0.275,Foo,Bar,Baz
216,12,65155.21358,1.8375,52579,58436,58441,0.562772137,29,13792.56503,0.5375,Foo,Bar,Baz
217,75,679385.3332,11.5,62866,72227,572412,0.229023564,19,94279.11395,2.8125,Foo,Bar,Baz
218,89,383614.8527,7.9625,72212,72403,569860,0.360907562,96,695980.5506,18.85,Foo,Bar,Baz
219,72,536306.2082,12.35,52600,52932,54347,0.141912723,0,0,0,Foo,Bar,Baz
220,30,253187.9285,4.325,48071,50386,56746,0.473565559,131,127782.384,4.1875,Foo,Bar,Baz
221,111,96784.37037,3.1875,49478,55331,63057,0.321083087,198,1897852.701,30.75,Foo,Bar,Baz
222,15,113513.1339,2.375,46448,51980,52741,0.435836933,29,172095.5931,3.6125,Foo,Bar,Baz
223,4,41672.66185,0.95,50287,51756,52758,0.864751292,1,12043.36724,0.2125,Foo,Bar,Baz
224,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
225,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
226,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
227,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
228,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
229,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
230,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
231,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
232,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
233,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
234,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
235,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
236,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
237,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
238,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
239,128,587199.073,12.275,47533,53791,521677,0.19015029,113,1286985.913,23.1375,Foo,Bar,Baz
240,81,513204.5753,12.375,47748,50832,51335,0.169823829,74,367895.2107,6.0625,Foo,Bar,Baz
241,82,810613.3418,14.5,72114,72244,72259,0.137188998,34,156400.2908,2.85,Foo,Bar,Baz
242,149,1533219.387,29.8125,52775,58999,524196,0.09315201,12,54435.20067,1.075,Foo,Bar,Baz
243,102,856516.9261,16.025,50406,52796,57006,0.13077912,67,150990.7471,2.9875,Foo,Bar,Baz
244,35,17160.65931,0.65,46571,51054,51082,0.55339534,172,637776.6003,15.1375,Foo,Bar,Baz
245,46,244220.655,5.7625,48655,52285,52627,0.30228597,84,653924.3513,14.7625,Foo,Bar,Baz
246,30,252117.31,5.9875,48044,51919,52103,0.21937417,0,0,0,Foo,Bar,Baz
247,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
248,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
249,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
250,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
251,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
252,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
253,1,387.5083009,0.0125,78315,,,1,1,13836.06381,0.25,Foo,Bar,Baz
254,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
255,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
256,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
257,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
258,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
259,1,170.3476625,0.0125,521654,,,1,1,13670.59213,0.225,Foo,Bar,Baz
260,30,11278.0075,0.575,559322,592963,597117,0.234613788,53,474048.8814,9.7,Foo,Bar,Baz
261,5,3444.186827,0.1125,48014,48972,52421,0.821118589,12,48830.48764,0.9,Foo,Bar,Baz
262,14,5628.478328,0.175,47667,58470,523976,0.371368013,27,29465.92846,1.05,Foo,Bar,Baz
263,113,1185257.223,20.95,47444,48028,58868,0.123538794,37,53253.03972,1.85,Foo,Bar,Baz
264,125,1190148.152,19.325,58792,60559,524201,0.296403873,59,684602.484,11.1,Foo,Bar,Baz
265,63,105223.5363,2.6375,52948,54269,571529,0.578918104,96,976793.848,20.325,Foo,Bar,Baz
266,32,27184.86045,1.0125,57061,57491,595668,0.413723191,78,423344.7571,8.1,Foo,Bar,Baz
267,66,188432.647,4.9375,54478,59178,62108,0.313530246,88,545032.0486,12.15,Foo,Bar,Baz
268,102,1053575.349,20.275,49105,54923,569371,0.138077385,37,18479.04108,0.625,Foo,Bar,Baz
269,6,27401.54362,0.925,48689,51226,566281,0.617903889,14,4367.309993,0.175,Foo,Bar,Baz
270,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
271,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
272,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
273,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
274,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
275,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
276,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
277,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
278,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
279,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
280,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
281,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
282,11,187546.5806,2.6625,46111,47633,50278,0.475267384,0,0,0,Foo,Bar,Baz
283,34,154787.6202,3.5125,50293,52011,524108,0.41895937,40,384137.7339,8.15,Foo,Bar,Baz
284,14,82683.48032,1.5,47739,48499,54675,0.77716908,82,95532.22306,3.0375,Foo,Bar,Baz
285,87,731244.1031,14.6625,53353,54801,58143,0.105648662,70,42215.94749,1.4125,Foo,Bar,Baz
286,27,188622.5956,5.0625,46088,58798,63404,0.228448485,72,42719.53318,1.7375,Foo,Bar,Baz
287,28,49327.71315,0.925,47656,562820,567195,0.797161447,56,406895.021,8.55,Foo,Bar,Baz
288,47,126535.5781,3.4,71417,73383,500075,0.456178574,71,530894.6103,10.4625,Foo,Bar,Baz
289,53,615823.9819,11.375,71319,98308,98693,0.145330027,42,23334.34458,0.6375,Foo,Bar,Baz
290,92,103581.9724,2.95,47881,49280,51135,0.437462909,157,1440361.57,25.275,Foo,Bar,Baz
291,135,993647.2112,17.3,50799,54362,57565,0.13857036,91,1143672.877,15.0875,Foo,Bar,Baz
292,12,135612.7833,1.8375,48978,69301,69425,0.680456855,9,3123.460616,0.125,Foo,Bar,Baz
293,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
294,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
295,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
296,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
297,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
298,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
299,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
300,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
301,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
302,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
303,0,0,0,,,,0,1,129.775,0.0125,Foo,Bar,Baz
304,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
305,57,590735.2383,11.65,53297,57795,565184,0.206654562,2,13413.98766,0.4625,Foo,Bar,Baz
306,89,723214.8141,15.2375,53547,54890,524107,0.124761,38,228754.0085,4.4625,Foo,Bar,Baz
307,53,50967.03228,1.975,51599,57766,581648,0.376245296,114,885159.1664,19.0375,Foo,Bar,Baz
308,40,118158.6325,3.4125,48147,58133,569399,0.369037238,59,525290.969,10.475,Foo,Bar,Baz
309,59,297452.6673,5.6125,49563,50648,52125,0.358802629,55,462315.1056,9.3875,Foo,Bar,Baz
310,61,35357.45628,1.2625,46669,63016,594270,0.279243031,107,1081746.241,21.3,Foo,Bar,Baz
311,66,201112.4439,4.8125,75076,75155,562376,0.295891673,59,713022.5403,11.975,Foo,Bar,Baz
312,35,261956.0783,6.4,48010,54448,75131,0.300625757,4,53519.36952,0.8125,Foo,Bar,Baz
313,117,580287.9769,12.825,47807,54758,522064,0.181938009,89,823661.5562,17.1,Foo,Bar,Baz
314,74,440436.2862,5.2875,67466,67469,67631,0.36810539,87,1037376.412,17.1375,Foo,Bar,Baz
315,98,1477653.643,18.85,67422,69465,539336,0.165407786,4,9611.019414,0.1875,Foo,Bar,Baz
316,1,1628.782262,0.025,606547,,,1,1,360.8308734,0.0125,Foo,Bar,Baz
317,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
318,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
319,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
320,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
321,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
322,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
323,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
324,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
325,1,71.3988058,0.0125,598711,,,1,3,8738.425846,0.1,Foo,Bar,Baz
326,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
327,1,224.7484107,0.0125,58099,,,1,1,5904.89746,0.225,Foo,Bar,Baz
328,1,8043.410567,0.25,48206,,,1,0,0,0,Foo,Bar,Baz
329,2,1440.159033,0.025,54726,61506,,1,6,73390.07094,1.0625,Foo,Bar,Baz
330,66,317398.0019,7.775,49518,51268,567186,0.170166802,51,351446.0964,7.25,Foo,Bar,Baz
331,37,9537.148056,0.575,51006,52301,57378,0.209945801,104,439040.343,13.025,Foo,Bar,Baz
332,4,23997.95453,0.25,52291,57341,57350,0.988849147,67,137866.9935,2.9,Foo,Bar,Baz
333,39,252853.1464,5.9875,50212,54336,57125,0.25088817,44,32246.78472,0.925,Foo,Bar,Baz
334,45,191377.9105,3.7375,52280,54314,57265,0.400000975,42,62767.92865,1.825,Foo,Bar,Baz
335,71,638531.0425,13.975,63212,71160,521633,0.198274511,1,2591.065935,0.1625,Foo,Bar,Baz
336,93,316403.1611,7.7375,47447,48224,50390,0.236373009,107,1292193.4,17.6625,Foo,Bar,Baz
337,24,19724.11455,0.6875,67512,91165,596994,0.531683604,33,544628.6961,5.75,Foo,Bar,Baz
338,42,143076.7729,2.525,67559,98288,569949,0.592330809,74,498628.1715,10.4125,Foo,Bar,Baz
339,2,1521.905719,0.0375,73334,73479,,1,8,73321.52995,1.075,Foo,Bar,Baz
340,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
341,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
342,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
343,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
344,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
345,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
346,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
347,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
348,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
349,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
350,0,0,0,,,,0,2,646.2308013,0.0375,Foo,Bar,Baz
351,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
352,14,8969.618159,0.2625,47508,50982,97639,0.513927145,19,324870.6466,4.0875,Foo,Bar,Baz
353,94,315581.9826,8.0125,46824,47583,49835,0.273721693,98,892017.6587,18.6375,Foo,Bar,Baz
354,108,1172733.456,22.0625,48191,56865,581658,0.260834133,8,9547.861096,0.325,Foo,Bar,Baz
355,25,261399.9727,4.9125,48001,48069,57474,0.242689671,38,53972.23053,1.4625,Foo,Bar,Baz
356,95,744669.2264,15.8375,52733,57131,570439,0.132081474,45,57838.65845,0.8625,Foo,Bar,Baz
357,5,7648.262092,0.125,54292,59048,595297,0.968188427,15,9776.415664,0.3125,Foo,Bar,Baz
358,21,134428.4461,3.275,71321,71354,523859,0.377198709,1,160.8527973,0.0125,Foo,Bar,Baz
359,67,719838.6875,9.6625,71252,91176,522903,0.338313955,22,208483.5155,3.1875,Foo,Bar,Baz
360,17,164481.1535,2.9,50305,79072,79085,0.554383281,1,114.2,0.0125,Foo,Bar,Baz
361,26,16832.89376,0.6625,75051,75173,500697,0.544282388,36,522901.3167,6.7375,Foo,Bar,Baz
362,3,2000.53135,0.0625,75118,75120,75138,1,6,79250.3375,1.125,Foo,Bar,Baz
363,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
364,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
365,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
366,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
367,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
368,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
369,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
370,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
371,1,4081.960639,0.15,57803,,,1,1,199.65,0.0125,Foo,Bar,Baz
372,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
373,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
374,0,0,0,,,,0,1,1901.575326,0.0625,Foo,Bar,Baz
375,3,953.4892527,0.05,48247,48318,595694,1,5,23153.58041,0.7625,Foo,Bar,Baz
376,66,326539.0856,8.4,85868,86051,86150,0.244962549,39,374780.8337,8.0875,Foo,Bar,Baz
377,62,609044.2674,12.225,47690,57439,521637,0.199077693,9,4219.880769,0.175,Foo,Bar,Baz
378,26,344114.5086,4.95,47526,47803,47875,0.340877176,83,36708.93473,1.4375,Foo,Bar,Baz
379,83,51027.52173,1.775,57465,57476,591682,0.369276895,140,931680.8124,20.85,Foo,Bar,Baz
380,27,24271.60347,0.9,46457,49304,603860,0.557725753,46,310597.1052,6.4375,Foo,Bar,Baz
381,7,67236.00213,1.175,47697,69046,572029,0.638842903,0,0,0,Foo,Bar,Baz
382,46,430430.7987,7.825,69124,69228,539026,0.252591287,8,92570.73199,1.5125,Foo,Bar,Baz
383,5,1388.191045,0.075,73686,594202,594203,0.759515508,7,47004.66,1.05,Foo,Bar,Baz
384,33,790542.2289,5.4125,73080,563216,576105,0.590997704,37,201500.0885,3.1625,Foo,Bar,Baz
385,64,910957.792,12.1625,74803,74876,74984,0.28637463,49,59034.43192,1.425,Foo,Bar,Baz
386,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
387,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
388,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
389,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
390,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
391,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
392,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
393,0,0,0,,,,0,1,306.3375,0.0375,Foo,Bar,Baz
394,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
