Cuadrante,Longitud,Latitud,Longitud,Latitud,Longitud,Latitud,Longitud,Latitud
556,-74.1910885,4.692641,-74.1816685,4.692641,-74.1816685,4.701891,-74.1910885,4.701891
557,-74.1816685,4.692641,-74.1722485,4.692641,-74.1722485,4.701891,-74.1816685,4.701891
558,-74.1722485,4.692641,-74.1628285,4.692641,-74.1628285,4.701891,-74.1722485,4.701891
559,-74.1628285,4.692641,-74.1534085,4.692641,-74.1534085,4.701891,-74.1628285,4.701891
560,-74.1534085,4.692641,-74.1439885,4.692641,-74.1439885,4.701891,-74.1534085,4.701891
561,-74.1439885,4.692641,-74.1345685,4.692641,-74.1345685,4.701891,-74.1439885,4.701891
562,-74.1345685,4.692641,-74.1251485,4.692641,-74.1251485,4.701891,-74.1345685,4.701891
563,-74.1251485,4.692641,-74.1157285,4.692641,-74.1157285,4.701891,-74.1251485,4.701891
564,-74.1157285,4.692641,-74.1063085,4.692641,-74.1063085,4.701891,-74.1157285,4.701891
565,-74.1063085,4.692641,-74.0968885,4.692641,-74.0968885,4.701891,-74.1063085,4.701891
566,-74.0968885,4.692641,-74.0874685,4.692641,-74.0874685,4.701891,-74.0968885,4.701891
567,-74.0874685,4.692641,-74.0780485,4.692641,-74.0780485,4.701891,-74.0874685,4.701891
568,-74.0780485,4.692641,-74.0686285,4.692641,-74.0686285,4.701891,-74.0780485,4.701891
569,-74.0686285,4.692641,-74.0592085,4.692641,-74.0592085,4.701891,-74.0686285,4.701891
570,-74.0592085,4.692641,-74.0497885,4.692641,-74.0497885,4.701891,-74.0592085,4.701891
571,-74.0497885,4.692641,-74.0403685,4.692641,-74.0403685,4.701891,-74.0497885,4.701891
572,-74.0403685,4.692641,-74.0309485,4.692641,-74.0309485,4.701891,-74.0403685,4.701891
573,-74.0309485,4.692641,-74.0215285,4.692641,-74.0215285,4.701891,-74.0309485,4.701891
574,-74.0215285,4.692641,-74.0121085,4.692641,-74.0121085,4.701891,-74.0215285,4.701891
575,-74.0121085,4.692641,-74.0026885,4.692641,-74.0026885,4.701891,-74.0121085,4.701891
576,-74.2193485,4.701891,-74.2099285,4.701891,-74.2099285,4.711141,-74.2193485,4.711141
577,-74.2099285,4.701891,-74.2005085,4.701891,-74.2005085,4.711141,-74.2099285,4.711141
578,-74.2005085,4.701891,-74.1910885,4.701891,-74.1910885,4.711141,-74.2005085,4.711141
579,-74.1910885,4.701891,-74.1816685,4.701891,-74.1816685,4.711141,-74.1910885,4.711141
580,-74.1816685,4.701891,-74.1722485,4.701891,-74.1722485,4.711141,-74.1816685,4.711141
581,-74.1722485,4.701891,-74.1628285,4.701891,-74.1628285,4.711141,-74.1722485,4.711141
582,-74.1628285,4.701891,-74.1534085,4.701891,-74.1534085,4.711141,-74.1628285,4.711141
583,-74.1534085,4.701891,-74.1439885,4.701891,-74.1439885,4.711141,-74.1534085,4.711141
584,-74.1439885,4.701891,-74.1345685,4.701891,-74.1345685,4.711141,-74.1439885,4.711141
585,-74.1345685,4.701891,-74.1251485,4.701891,-74.1251485,4.711141,-74.1345685,4.711141
586,-74.1251485,4.701891,-74.1157285,4.701891,-74.1157285,4.711141,-74.1251485,4.711141
587,-74.1157285,4.701891,-74.1063085,4.701891,-74.1063085,4.711141,-74.1157285,4.711141
588,-74.1063085,4.701891,-74.0968885,4.701891,-74.0968885,4.711141,-74.1063085,4.711141
589,-74.0968885,4.701891,-74.0874685,4.701891,-74.0874685,4.711141,-74.0968885,4.711141
590,-74.0874685,4.701891,-74.0780485,4.701891,-74.0780485,4.711141,-74.0874685,4.711141
591,-74.0780485,4.701891,-74.0686285,4.701891,-74.0686285,4.711141,-74.0780485,4.711141
592,-74.0686285,4.701891,-74.0592085,4.701891,-74.0592085,4.711141,-74.0686285,4.711141
593,-74.0592085,4.701891,-74.0497885,4.701891,-74.0497885,4.711141,-74.0592085,4.711141
594,-74.0497885,4.701891,-74.0403685,4.701891,-74.0403685,4.711141,-74.0497885,4.711141
595,-74.0403685,4.701891,-74.0309485,4.701891,-74.0309485,4.711141,-74.0403685,4.711141
596,-74.0309485,4.701891,-74.0215285,4.701891,-74.0215285,4.711141,-74.0309485,4.711141
597,-74.0215285,4.701891,-74.0121085,4.701891,-74.0121085,4.711141,-74.0215285,4.711141
598,-74.0121085,4.701891,-74.0026885,4.701891,-74.0026885,4.711141,-74.0121085,4.711141
599,-74.2193485,4.711141,-74.2099285,4.711141,-74.2099285,4.720391,-74.2193485,4.720391
600,-74.2099285,4.711141,-74.2005085,4.711141,-74.2005085,4.720391,-74.2099285,4.720391
601,-74.2005085,4.711141,-74.1910885,4.711141,-74.1910885,4.720391,-74.2005085,4.720391
602,-74.1910885,4.711141,-74.1816685,4.711141,-74.1816685,4.720391,-74.1910885,4.720391
603,-74.1816685,4.711141,-74.1722485,4.711141,-74.1722485,4.720391,-74.1816685,4.720391
604,-74.1722485,4.711141,-74.1628285,4.711141,-74.1628285,4.720391,-74.1722485,4.720391
605,-74.1628285,4.711141,-74.1534085,4.711141,-74.1534085,4.720391,-74.1628285,4.720391
606,-74.1534085,4.711141,-74.1439885,4.711141,-74.1439885,4.720391,-74.1534085,4.720391
607,-74.1439885,4.711141,-74.1345685,4.711141,-74.1345685,4.720391,-74.1439885,4.720391
608,-74.1345685,4.711141,-74.1251485,4.711141,-74.1251485,4.720391,-74.1345685,4.720391
609,-74.1251485,4.711141,-74.1157285,4.711141,-74.1157285,4.720391,-74.1251485,4.720391
610,-74.1157285,4.711141,-74.1063085,4.711141,-74.1063085,4.720391,-74.1157285,4.720391
611,-74.1063085,4.711141,-74.0968885,4.711141,-74.0968885,4.720391,-74.1063085,4.720391
612,-74.0968885,4.711141,-74.0874685,4.711141,-74.0874685,4.720391,-74.0968885,4.720391
613,-74.0874685,4.711141,-74.0780485,4.711141,-74.0780485,4.720391,-74.0874685,4.720391
614,-74.0780485,4.711141,-74.0686285,4.711141,-74.0686285,4.720391,-74.0780485,4.720391
615,-74.0686285,4.711141,-74.0592085,4.711141,-74.0592085,4.720391,-74.0686285,4.720391
616,-74.0592085,4.711141,-74.0497885,4.711141,-74.0497885,4.720391,-74.0592085,4.720391
617,-74.0497885,4.711141,-74.0403685,4.711141,-74.0403685,4.720391,-74.0497885,4.720391
618,-74.0403685,4.711141,-74.0309485,4.711141,-74.0309485,4.720391,-74.0403685,4.720391
619,-74.0309485,4.711141,-74.0215285,4.711141,-74.0215285,4.720391,-74.0309485,4.720391
620,-74.0215285,4.711141,-74.0121085,4.711141,-74.0121085,4.720391,-74.0215285,4.720391
621,-74.0121085,4.711141,-74.0026885,4.711141,-74.0026885,4.720391,-74.0121085,4.720391
622,-74.2193485,4.720391,-74.2099285,4.720391,-74.2099285,4.729641,-74.2193485,4.729641
623,-74.2099285,4.720391,-74.2005085,4.720391,-74.2005085,4.729641,-74.2099285,4.729641
624,-74.2005085,4.720391,-74.1910885,4.720391,-74.1910885,4.729641,-74.2005085,4.729641
625,-74.1910885,4.720391,-74.1816685,4.720391,-74.1816685,4.729641,-74.1910885,4.729641
626,-74.1816685,4.720391,-74.1722485,4.720391,-74.1722485,4.729641,-74.1816685,4.729641
627,-74.1722485,4.720391,-74.1628285,4.720391,-74.1628285,4.729641,-74.1722485,4.729641
628,-74.1628285,4.720391,-74.1534085,4.720391,-74.1534085,4.729641,-74.1628285,4.729641
629,-74.1534085,4.720391,-74.1439885,4.720391,-74.1439885,4.729641,-74.1534085,4.729641
630,-74.1439885,4.720391,-74.1345685,4.720391,-74.1345685,4.729641,-74.1439885,4.729641
631,-74.1345685,4.720391,-74.1251485,4.720391,-74.1251485,4.729641,-74.1345685,4.729641
632,-74.1251485,4.720391,-74.1157285,4.720391,-74.1157285,4.729641,-74.1251485,4.729641
633,-74.1157285,4.720391,-74.1063085,4.720391,-74.1063085,4.729641,-74.1157285,4.729641
634,-74.1063085,4.720391,-74.0968885,4.720391,-74.0968885,4.729641,-74.1063085,4.729641
635,-74.0968885,4.720391,-74.0874685,4.720391,-74.0874685,4.729641,-74.0968885,4.729641
636,-74.0874685,4.720391,-74.0780485,4.720391,-74.0780485,4.729641,-74.0874685,4.729641
637,-74.0780485,4.720391,-74.0686285,4.720391,-74.0686285,4.729641,-74.0780485,4.729641
638,-74.0686285,4.720391,-74.0592085,4.720391,-74.0592085,4.729641,-74.0686285,4.729641
639,-74.0592085,4.720391,-74.0497885,4.720391,-74.0497885,4.729641,-74.0592085,4.729641
640,-74.0497885,4.720391,-74.0403685,4.720391,-74.0403685,4.729641,-74.0497885,4.729641
641,-74.0403685,4.720391,-74.0309485,4.720391,-74.0309485,4.729641,-74.0403685,4.729641
642,-74.0309485,4.720391,-74.0215285,4.720391,-74.0215285,4.729641,-74.0309485,4.729641
643,-74.0215285,4.720391,-74.0121085,4.720391,-74.0121085,4.729641,-74.0215285,4.729641
644,-74.0121085,4.720391,-74.0026885,4.720391,-74.0026885,4.729641,-74.0121085,4.729641
645,-74.2193485,4.729641,-74.2099285,4.729641,-74.2099285,4.738891,-74.2193485,4.738891
646,-74.2099285,4.729641,-74.2005085,4.729641,-74.2005085,4.738891,-74.2099285,4.738891
647,-74.2005085,4.729641,-74.1910885,4.729641,-74.1910885,4.738891,-74.2005085,4.738891
648,-74.1910885,4.729641,-74.1816685,4.729641,-74.1816685,4.738891,-74.1910885,4.738891
649,-74.1816685,4.729641,-74.1722485,4.729641,-74.1722485,4.738891,-74.1816685,4.738891
650,-74.1722485,4.729641,-74.1628285,4.729641,-74.1628285,4.738891,-74.1722485,4.738891
651,-74.1628285,4.729641,-74.1534085,4.729641,-74.1534085,4.738891,-74.1628285,4.738891
652,-74.1534085,4.729641,-74.1439885,4.729641,-74.1439885,4.738891,-74.1534085,4.738891
653,-74.1439885,4.729641,-74.1345685,4.729641,-74.1345685,4.738891,-74.1439885,4.738891
654,-74.1345685,4.729641,-74.1251485,4.729641,-74.1251485,4.738891,-74.1345685,4.738891
655,-74.1251485,4.729641,-74.1157285,4.729641,-74.1157285,4.738891,-74.1251485,4.738891
656,-74.1157285,4.729641,-74.1063085,4.729641,-74.1063085,4.738891,-74.1157285,4.738891
657,-74.1063085,4.729641,-74.0968885,4.729641,-74.0968885,4.738891,-74.1063085,4.738891
658,-74.0968885,4.729641,-74.0874685,4.729641,-74.0874685,4.738891,-74.0968885,4.738891
659,-74.0874685,4.729641,-74.0780485,4.729641,-74.0780485,4.738891,-74.0874685,4.738891
660,-74.0780485,4.729641,-74.0686285,4.729641,-74.0686285,4.738891,-74.0780485,4.738891
661,-74.0686285,4.729641,-74.0592085,4.729641,-74.0592085,4.738891,-74.0686285,4.738891
662,-74.0592085,4.729641,-74.0497885,4.729641,-74.0497885,4.738891,-74.0592085,4.738891
663,-74.0497885,4.729641,-74.0403685,4.729641,-74.0403685,4.738891,-74.0497885,4.738891
664,-74.0403685,4.729641,-74.0309485,4.729641,-74.0309485,4.738891,-74.0403685,4.738891
665,-74.0309485,4.729641,-74.0215285,4.729641,-74.0215285,4.738891,-74.0309485,4.738891
666,-74.0215285,4.729641,-74.0121085,4.729641,-74.0121085,4.738891,-74.0215285,4.738891
667,-74.0121085,4.729641,-74.0026885,4.729641,-74.0026885,4.738891,-74.0121085,4.738891
668,-74.2193485,4.738891,-74.2099285,4.738891,-74.2099285,4.748141,-74.2193485,4.748141
669,-74.2099285,4.738891,-74.2005085,4.738891,-74.2005085,4.748141,-74.2099285,4.748141
670,-74.2005085,4.738891,-74.1910885,4.738891,-74.1910885,4.748141,-74.2005085,4.748141
671,-74.1910885,4.738891,-74.1816685,4.738891,-74.1816685,4.748141,-74.1910885,4.748141
672,-74.1816685,4.738891,-74.1722485,4.738891,-74.1722485,4.748141,-74.1816685,4.748141
673,-74.1722485,4.738891,-74.1628285,4.738891,-74.1628285,4.748141,-74.1722485,4.748141
674,-74.1628285,4.738891,-74.1534085,4.738891,-74.1534085,4.748141,-74.1628285,4.748141
675,-74.1534085,4.738891,-74.1439885,4.738891,-74.1439885,4.748141,-74.1534085,4.748141
676,-74.1439885,4.738891,-74.1345685,4.738891,-74.1345685,4.748141,-74.1439885,4.748141
677,-74.1345685,4.738891,-74.1251485,4.738891,-74.1251485,4.748141,-74.1345685,4.748141
678,-74.1251485,4.738891,-74.1157285,4.738891,-74.1157285,4.748141,-74.1251485,4.748141
679,-74.1157285,4.738891,-74.1063085,4.738891,-74.1063085,4.748141,-74.1157285,4.748141
680,-74.1063085,4.738891,-74.0968885,4.738891,-74.0968885,4.748141,-74.1063085,4.748141
681,-74.0968885,4.738891,-74.0874685,4.738891,-74.0874685,4.748141,-74.0968885,4.748141
682,-74.0874685,4.738891,-74.0780485,4.738891,-74.0780485,4.748141,-74.0874685,4.748141
683,-74.0780485,4.738891,-74.0686285,4.738891,-74.0686285,4.748141,-74.0780485,4.748141
684,-74.0686285,4.738891,-74.0592085,4.738891,-74.0592085,4.748141,-74.0686285,4.748141
685,-74.0592085,4.738891,-74.0497885,4.738891,-74.0497885,4.748141,-74.0592085,4.748141
686,-74.0497885,4.738891,-74.0403685,4.738891,-74.0403685,4.748141,-74.0497885,4.748141
687,-74.0403685,4.738891,-74.0309485,4.738891,-74.0309485,4.748141,-74.0403685,4.748141
688,-74.0309485,4.738891,-74.0215285,4.738891,-74.0215285,4.748141,-74.0309485,4.748141
689,-74.0215285,4.738891,-74.0121085,4.738891,-74.0121085,4.748141,-74.0215285,4.748141
690,-74.0121085,4.738891,-74.0026885,4.738891,-74.0026885,4.748141,-74.0121085,4.748141
691,-74.2193485,4.748141,-74.2099285,4.748141,-74.2099285,4.757391,-74.2193485,4.757391
692,-74.2099285,4.748141,-74.2005085,4.748141,-74.2005085,4.757391,-74.2099285,4.757391
693,-74.2005085,4.748141,-74.1910885,4.748141,-74.1910885,4.757391,-74.2005085,4.757391
694,-74.1910885,4.748141,-74.1816685,4.748141,-74.1816685,4.757391,-74.1910885,4.757391
695,-74.1816685,4.748141,-74.1722485,4.748141,-74.1722485,4.757391,-74.1816685,4.757391
696,-74.1722485,4.748141,-74.1628285,4.748141,-74.1628285,4.757391,-74.1722485,4.757391
697,-74.1628285,4.748141,-74.1534085,4.748141,-74.1534085,4.757391,-74.1628285,4.757391
698,-74.1534085,4.748141,-74.1439885,4.748141,-74.1439885,4.757391,-74.1534085,4.757391
699,-74.1439885,4.748141,-74.1345685,4.748141,-74.1345685,4.757391,-74.1439885,4.757391
700,-74.1345685,4.748141,-74.1251485,4.748141,-74.1251485,4.757391,-74.1345685,4.757391
701,-74.1251485,4.748141,-74.1157285,4.748141,-74.1157285,4.757391,-74.1251485,4.757391
702,-74.1157285,4.748141,-74.1063085,4.748141,-74.1063085,4.757391,-74.1157285,4.757391
703,-74.1063085,4.748141,-74.0968885,4.748141,-74.0968885,4.757391,-74.1063085,4.757391
704,-74.0968885,4.748141,-74.0874685,4.748141,-74.0874685,4.757391,-74.0968885,4.757391
705,-74.0874685,4.748141,-74.0780485,4.748141,-74.0780485,4.757391,-74.0874685,4.757391
706,-74.0780485,4.748141,-74.0686285,4.748141,-74.0686285,4.757391,-74.0780485,4.757391
707,-74.0686285,4.748141,-74.0592085,4.748141,-74.0592085,4.757391,-74.0686285,4.757391
708,-74.0592085,4.748141,-74.0497885,4.748141,-74.0497885,4.757391,-74.0592085,4.757391
709,-74.0497885,4.748141,-74.0403685,4.748141,-74.0403685,4.757391,-74.0497885,4.757391
710,-74.0403685,4.748141,-74.0309485,4.748141,-74.0309485,4.757391,-74.0403685,4.757391
711,-74.0309485,4.748141,-74.0215285,4.748141,-74.0215285,4.757391,-74.0309485,4.757391
712,-74.0215285,4.748141,-74.0121085,4.748141,-74.0121085,4.757391,-74.0215285,4.757391
713,-74.0121085,4.748141,-74.0026885,4.748141,-74.0026885,4.757391,-74.0121085,4.757391
714,-74.2193485,4.757391,-74.2099285,4.757391,-74.2099285,4.766641,-74.2193485,4.766641
715,-74.2099285,4.757391,-74.2005085,4.757391,-74.2005085,4.766641,-74.2099285,4.766641
716,-74.2005085,4.757391,-74.1910885,4.757391,-74.1910885,4.766641,-74.2005085,4.766641
717,-74.1910885,4.757391,-74.1816685,4.757391,-74.1816685,4.766641,-74.1910885,4.766641
718,-74.1816685,4.757391,-74.1722485,4.757391,-74.1722485,4.766641,-74.1816685,4.766641
719,-74.1722485,4.757391,-74.1628285,4.757391,-74.1628285,4.766641,-74.1722485,4.766641
720,-74.1628285,4.757391,-74.1534085,4.757391,-74.1534085,4.766641,-74.1628285,4.766641
721,-74.1534085,4.757391,-74.1439885,4.757391,-74.1439885,4.766641,-74.1534085,4.766641
722,-74.1439885,4.757391,-74.1345685,4.757391,-74.1345685,4.766641,-74.1439885,4.766641
723,-74.1345685,4.757391,-74.1251485,4.757391,-74.1251485,4.766641,-74.1345685,4.766641
724,-74.1251485,4.757391,-74.1157285,4.757391,-74.1157285,4.766641,-74.1251485,4.766641
725,-74.1157285,4.757391,-74.1063085,4.757391,-74.1063085,4.766641,-74.1157285,4.766641
726,-74.1063085,4.757391,-74.0968885,4.757391,-74.0968885,4.766641,-74.1063085,4.766641
727,-74.0968885,4.757391,-74.0874685,4.757391,-74.0874685,4.766641,-74.0968885,4.766641
728,-74.0874685,4.757391,-74.0780485,4.757391,-74.0780485,4.766641,-74.0874685,4.766641
729,-74.0780485,4.757391,-74.0686285,4.757391,-74.0686285,4.766641,-74.0780485,4.766641
730,-74.0686285,4.757391,-74.0592085,4.757391,-74.0592085,4.766641,-74.0686285,4.766641
731,-74.0592085,4.757391,-74.0497885,4.757391,-74.0497885,4.766641,-74.0592085,4.766641
732,-74.0497885,4.757391,-74.0403685,4.757391,-74.0403685,4.766641,-74.0497885,4.766641
733,-74.0403685,4.757391,-74.0309485,4.757391,-74.0309485,4.766641,-74.0403685,4.766641
734,-74.0309485,4.757391,-74.0215285,4.757391,-74.0215285,4.766641,-74.0309485,4.766641
735,-74.0215285,4.757391,-74.0121085,4.757391,-74.0121085,4.766641,-74.0215285,4.766641
736,-74.0121085,4.757391,-74.0026885,4.757391,-74.0026885,4.766641,-74.0121085,4.766641
737,-74.2193485,4.766641,-74.2099285,4.766641,-74.2099285,4.775891,-74.2193485,4.775891
738,-74.2099285,4.766641,-74.2005085,4.766641,-74.2005085,4.775891,-74.2099285,4.775891
739,-74.2005085,4.766641,-74.1910885,4.766641,-74.1910885,4.775891,-74.2005085,4.775891
740,-74.1910885,4.766641,-74.1816685,4.766641,-74.1816685,4.775891,-74.1910885,4.775891
741,-74.1816685,4.766641,-74.1722485,4.766641,-74.1722485,4.775891,-74.1816685,4.775891
742,-74.1722485,4.766641,-74.1628285,4.766641,-74.1628285,4.775891,-74.1722485,4.775891
743,-74.1628285,4.766641,-74.1534085,4.766641,-74.1534085,4.775891,-74.1628285,4.775891
744,-74.1534085,4.766641,-74.1439885,4.766641,-74.1439885,4.775891,-74.1534085,4.775891
745,-74.1439885,4.766641,-74.1345685,4.766641,-74.1345685,4.775891,-74.1439885,4.775891
746,-74.1345685,4.766641,-74.1251485,4.766641,-74.1251485,4.775891,-74.1345685,4.775891
747,-74.1251485,4.766641,-74.1157285,4.766641,-74.1157285,4.775891,-74.1251485,4.775891
748,-74.1157285,4.766641,-74.1063085,4.766641,-74.1063085,4.775891,-74.1157285,4.775891
749,-74.1063085,4.766641,-74.0968885,4.766641,-74.0968885,4.775891,-74.1063085,4.775891
750,-74.0968885,4.766641,-74.0874685,4.766641,-74.0874685,4.775891,-74.0968885,4.775891
751,-74.0874685,4.766641,-74.0780485,4.766641,-74.0780485,4.775891,-74.0874685,4.775891
752,-74.0780485,4.766641,-74.0686285,4.766641,-74.0686285,4.775891,-74.0780485,4.775891
753,-74.0686285,4.766641,-74.0592085,4.766641,-74.0592085,4.775891,-74.0686285,4.775891
754,-74.0592085,4.766641,-74.0497885,4.766641,-74.0497885,4.775891,-74.0592085,4.775891
755,-74.0497885,4.766641,-74.0403685,4.766641,-74.0403685,4.775891,-74.0497885,4.775891
756,-74.0403685,4.766641,-74.0309485,4.766641,-74.0309485,4.775891,-74.0403685,4.775891
757,-74.0309485,4.766641,-74.0215285,4.766641,-74.0215285,4.775891,-74.0309485,4.775891
758,-74.0215285,4.766641,-74.0121085,4.766641,-74.0121085,4.775891,-74.0215285,4.775891
759,-74.0121085,4.766641,-74.0026885,4.766641,-74.0026885,4.775891,-74.0121085,4.775891
760,-74.2193485,4.775891,-74.2099285,4.775891,-74.2099285,4.785141,-74.2193485,4.785141
761,-74.2099285,4.775891,-74.2005085,4.775891,-74.2005085,4.785141,-74.2099285,4.785141
762,-74.2005085,4.775891,-74.1910885,4.775891,-74.1910885,4.785141,-74.2005085,4.785141
763,-74.1910885,4.775891,-74.1816685,4.775891,-74.1816685,4.785141,-74.1910885,4.785141
764,-74.1816685,4.775891,-74.1722485,4.775891,-74.1722485,4.785141,-74.1816685,4.785141
765,-74.1722485,4.775891,-74.1628285,4.775891,-74.1628285,4.785141,-74.1722485,4.785141
766,-74.1628285,4.775891,-74.1534085,4.775891,-74.1534085,4.785141,-74.1628285,4.785141
767,-74.1534085,4.775891,-74.1439885,4.775891,-74.1439885,4.785141,-74.1534085,4.785141
768,-74.1439885,4.775891,-74.1345685,4.775891,-74.1345685,4.785141,-74.1439885,4.785141
769,-74.1345685,4.775891,-74.1251485,4.775891,-74.1251485,4.785141,-74.1345685,4.785141
770,-74.1251485,4.775891,-74.1157285,4.775891,-74.1157285,4.785141,-74.1251485,4.785141
771,-74.1157285,4.775891,-74.1063085,4.775891,-74.1063085,4.785141,-74.1157285,4.785141
772,-74.1063085,4.775891,-74.0968885,4.775891,-74.0968885,4.785141,-74.1063085,4.785141
773,-74.0968885,4.775891,-74.0874685,4.775891,-74.0874685,4.785141,-74.0968885,4.785141
774,-74.0874685,4.775891,-74.0780485,4.775891,-74.0780485,4.785141,-74.0874685,4.785141
775,-74.0780485,4.775891,-74.0686285,4.775891,-74.0686285,4.785141,-74.0780485,4.785141
776,-74.0686285,4.775891,-74.0592085,4.775891,-74.0592085,4.785141,-74.0686285,4.785141
777,-74.0592085,4.775891,-74.0497885,4.775891,-74.0497885,4.785141,-74.0592085,4.785141
778,-74.0497885,4.775891,-74.0403685,4.775891,-74.0403685,4.785141,-74.0497885,4.785141
779,-74.0403685,4.775891,-74.0309485,4.775891,-74.0309485,4.785141,-74.0403685,4.785141
780,-74.0309485,4.775891,-74.0215285,4.775891,-74.0215285,4.785141,-74.0309485,4.785141
781,-74.0215285,4.775891,-74.0121085,4.775891,-74.0121085,4.785141,-74.0215285,4.785141
782,-74.0121085,4.775891,-74.0026885,4.775891,-74.0026885,4.785141,-74.0121085,4.785141
